"idcode" "year" "age" "grade" "not_smsa" "south" "union" "t0" "southXt" "black"
3016 80 29 16 0 0 0 10 0 1
3016 82 31 16 0 0 0 12 0 1
3016 83 32 16 0 0 0 13 0 1
3016 85 34 16 0 0 0 15 0 1
3016 87 36 16 0 1 0 17 17 1
3016 88 38 16 0 1 0 18 18 1
3018 73 28 11 1 1 0 3 3 0
3018 77 32 11 1 1 0 7 7 0
3018 78 33 11 1 1 0 8 8 0
3018 80 35 11 1 1 1 10 10 0
3018 82 37 11 1 1 0 12 12 0
3018 83 38 11 1 1 0 13 13 0
3018 87 42 11 0 1 0 17 17 0
3019 70 24 12 0 1 0 0 0 0
3019 71 25 12 0 1 0 1 1 0
3019 72 26 12 0 1 0 2 2 0
3019 73 28 12 0 1 0 3 3 0
3019 77 31 12 0 1 0 7 7 0
3019 78 33 12 0 1 0 8 8 0
3019 80 34 12 0 1 0 10 10 0
3019 82 36 12 0 1 0 12 12 0
3019 83 37 12 0 1 0 13 13 0
3020 77 24 16 0 1 0 7 7 0
3020 78 25 16 1 1 0 8 8 0
3020 80 26 16 0 1 0 10 10 0
3020 82 28 16 1 1 0 12 12 0
3020 83 30 16 1 1 0 13 13 0
3020 87 34 16 1 1 0 17 17 0
3020 88 35 16 1 1 0 18 18 0
3021 70 18 8 1 1 0 0 0 1
3021 80 28 8 1 1 0 10 10 1
3021 82 29 8 1 1 0 12 12 1
3021 83 30 8 1 1 0 13 13 1
3022 70 20 8 1 1 1 0 0 0
3022 71 21 8 1 1 1 1 1 0
3022 72 22 8 1 1 1 2 2 0
3022 73 23 8 1 1 1 3 3 0
3023 72 22 16 1 1 0 2 2 0
3023 73 23 16 1 1 0 3 3 0
3023 78 28 18 1 1 0 8 8 0
3023 85 35 18 1 1 0 15 15 0
3023 87 37 18 1 1 0 17 17 0
3023 88 39 18 1 1 0 18 18 0
3024 71 26 13 1 1 0 1 1 1
3024 72 27 13 1 1 1 2 2 1
3024 73 27 13 1 1 1 3 3 1
3024 77 32 13 1 1 1 7 7 1
3024 78 33 13 1 1 1 8 8 1
3024 80 34 13 1 1 1 10 10 1
3024 82 36 13 1 1 1 12 12 1
3025 70 18 12 0 0 1 0 0 1
3025 73 21 12 1 1 0 3 3 1
3025 80 28 12 1 1 0 10 10 1
3025 82 30 12 1 1 0 12 12 1
3025 83 31 12 1 1 0 13 13 1
3025 87 35 12 1 1 0 17 17 1
3025 88 36 12 0 1 0 18 18 1
3026 70 18 10 1 1 0 0 0 1
3026 71 19 10 1 1 0 1 1 1
3026 72 20 10 1 1 0 2 2 1
3026 85 33 10 1 1 0 15 15 1
3026 87 35 10 1 1 0 17 17 1
3026 88 36 10 1 1 0 18 18 1
3027 77 23 16 1 1 0 7 7 1
3027 78 24 16 1 1 0 8 8 1
3027 87 33 17 1 1 0 17 17 1
3027 88 35 17 1 1 0 18 18 1
3028 71 24 12 1 1 0 1 1 1
3028 72 25 12 1 1 0 2 2 1
3028 73 26 12 1 1 0 3 3 1
3028 77 30 12 1 1 0 7 7 1
3028 80 33 12 1 1 1 10 10 1
3028 82 35 12 1 1 0 12 12 1
3028 83 36 12 1 1 0 13 13 1
3028 85 38 12 1 1 0 15 15 1
3028 87 40 12 1 1 0 17 17 1
3028 88 41 12 1 1 0 18 18 1
3029 73 28 12 0 0 1 3 0 1
3029 77 32 12 0 0 1 7 0 1
3029 78 33 12 0 0 1 8 0 1
3029 80 35 12 0 0 1 10 0 1
3030 82 38 11 0 0 1 12 0 0
3030 83 39 11 0 0 0 13 0 0
3032 70 24 12 0 1 0 0 0 0
3032 71 25 12 0 1 0 1 1 0
3032 72 26 12 0 1 0 2 2 0
3033 70 18 12 0 1 0 0 0 0
3033 71 19 12 0 1 0 1 1 0
3035 85 39 16 0 1 0 15 15 0
3035 87 41 16 0 1 1 17 17 0
3035 88 42 17 0 1 0 18 18 0
3036 72 22 16 0 1 0 2 2 0
3036 73 23 16 0 1 1 3 3 0
3036 77 27 17 1 1 0 7 7 0
3036 80 30 17 0 1 0 10 10 0
3036 82 32 17 0 1 0 12 12 0
3036 83 33 17 0 1 0 13 13 0
3036 85 35 18 0 1 1 15 15 0
3036 87 37 18 0 1 0 17 17 0
3036 88 39 18 0 1 0 18 18 0
3037 77 23 16 0 1 0 7 7 0
3037 78 24 16 0 1 0 8 8 0
3037 83 29 18 0 1 0 13 13 0
3037 85 31 18 0 1 0 15 15 0
3037 88 35 18 0 1 0 18 18 0
3038 71 21 12 0 1 0 1 1 0
3038 72 22 12 0 1 0 2 2 0
3038 77 27 12 0 1 0 7 7 0
3038 78 28 12 0 1 0 8 8 0
3038 87 37 12 0 0 0 17 0 0
3038 88 39 12 0 0 0 18 0 0
3039 70 23 16 1 1 0 0 0 0
3039 71 24 16 0 1 0 1 1 0
3039 72 25 16 0 1 0 2 2 0
3039 73 26 16 0 1 0 3 3 0
3039 77 30 16 0 1 0 7 7 0
3039 80 33 16 0 1 0 10 10 0
3039 82 35 16 0 1 0 12 12 0
3039 83 36 16 0 1 0 13 13 0
3040 71 22 10 0 1 1 1 1 1
3040 77 28 10 0 1 0 7 7 1
3040 78 29 10 0 1 0 8 8 1
3040 80 31 10 0 1 0 10 10 1
3040 82 33 10 0 1 0 12 12 1
3040 83 34 10 0 1 0 13 13 1
3040 85 36 10 0 1 0 15 15 1
3040 87 38 10 0 1 0 17 17 1
3040 88 39 10 0 1 1 18 18 1
3041 72 19 12 0 1 0 2 2 0
3042 70 21 12 0 1 0 0 0 1
3042 72 23 12 0 1 0 2 2 1
3042 77 28 12 0 1 0 7 7 1
3042 78 29 12 0 1 0 8 8 1
3042 80 31 12 0 1 0 10 10 1
3042 82 33 12 0 1 0 12 12 1
3042 83 34 12 0 1 0 13 13 1
3042 85 36 12 0 1 0 15 15 1
3042 87 38 12 0 1 0 17 17 1
3042 88 39 12 0 1 0 18 18 1
3043 70 19 12 0 1 0 0 0 1
3043 71 20 12 0 1 1 1 1 1
3043 72 21 12 0 1 1 2 2 1
3043 73 22 12 0 1 0 3 3 1
3043 77 26 12 0 1 1 7 7 1
3043 78 27 12 0 1 1 8 8 1
3043 80 29 12 0 1 1 10 10 1
3043 82 31 12 0 1 1 12 12 1
3043 83 32 12 0 1 1 13 13 1
3043 85 34 12 0 1 1 15 15 1
3043 87 36 12 0 1 1 17 17 1
3043 88 37 12 0 1 1 18 18 1
3044 70 26 12 0 1 0 0 0 0
3044 71 27 12 0 1 0 1 1 0
3044 72 28 12 0 1 0 2 2 0
3044 73 29 12 0 1 0 3 3 0
3044 77 33 12 0 1 0 7 7 0
3044 78 34 12 0 1 0 8 8 0
3044 80 36 12 0 1 0 10 10 0
3044 82 38 12 0 1 0 12 12 0
3044 83 39 12 0 1 0 13 13 0
3044 85 41 12 0 1 0 15 15 0
3044 87 43 12 0 1 0 17 17 0
3044 88 44 12 0 1 0 18 18 0
3045 70 24 11 0 1 0 0 0 0
3045 71 25 11 0 1 0 1 1 0
3045 72 26 11 0 1 0 2 2 0
3045 73 27 11 0 1 0 3 3 0
3045 77 31 11 0 1 0 7 7 0
3045 78 32 11 0 1 0 8 8 0
3045 80 34 11 0 1 0 10 10 0
3045 82 36 11 0 1 0 12 12 0
3045 83 37 11 0 1 0 13 13 0
3045 85 39 11 0 1 0 15 15 0
3045 87 41 11 0 1 0 17 17 0
3045 88 43 11 0 1 0 18 18 0
3046 72 28 10 0 1 0 2 2 1
3046 77 33 12 0 1 0 7 7 1
3046 78 34 12 0 1 0 8 8 1
3046 80 36 12 0 1 0 10 10 1
3046 82 38 12 0 1 0 12 12 1
3046 83 39 12 0 1 0 13 13 1
3046 85 41 12 0 1 1 15 15 1
3046 87 43 12 0 1 0 17 17 1
3046 88 44 12 0 1 0 18 18 1
3047 85 31 14 0 1 1 15 15 1
3047 87 33 14 0 1 0 17 17 1
3047 88 35 14 0 1 0 18 18 1
3048 72 22 11 0 1 0 2 2 1
3048 73 23 11 0 1 0 3 3 1
3048 77 27 11 0 1 0 7 7 1
3048 78 28 11 0 1 1 8 8 1
3048 80 30 11 0 1 1 10 10 1
3048 82 31 11 0 1 1 12 12 1
3048 83 32 11 0 1 1 13 13 1
3048 85 35 11 0 1 0 15 15 1
3048 87 37 11 0 1 1 17 17 1
3048 88 38 11 0 1 1 18 18 1
3049 71 22 12 0 1 0 1 1 0
3049 77 28 16 0 1 0 7 7 0
3049 78 29 16 0 1 0 8 8 0
3049 80 31 16 0 1 0 10 10 0
3049 82 33 16 0 1 0 12 12 0
3049 83 34 16 0 1 0 13 13 0
3049 85 36 16 0 1 1 15 15 0
3049 87 38 16 0 1 0 17 17 0
3049 88 39 16 0 1 0 18 18 0
3050 70 24 10 0 1 0 0 0 0
3050 71 25 10 0 1 0 1 1 0
3050 72 26 10 0 1 0 2 2 0
3050 73 27 10 0 1 0 3 3 0
3050 82 36 10 0 1 0 12 12 0
3050 83 37 10 0 1 0 13 13 0
3050 85 39 10 0 1 0 15 15 0
3050 87 41 10 0 1 0 17 17 0
3050 88 42 10 0 1 0 18 18 0
3051 70 23 12 0 1 0 0 0 0
3051 71 24 12 0 1 0 1 1 0
3051 72 25 12 0 1 0 2 2 0
3051 77 30 12 0 1 0 7 7 0
3051 82 35 12 0 1 0 12 12 0
3051 83 36 12 0 1 0 13 13 0
3051 85 38 12 0 1 1 15 15 0
3052 70 21 12 0 1 0 0 0 0
3052 71 22 12 0 1 0 1 1 0
3052 72 23 12 0 1 0 2 2 0
3052 77 28 12 0 1 0 7 7 0
3052 78 29 12 0 1 0 8 8 0
3052 80 31 12 1 1 0 10 10 0
3052 82 33 12 1 1 0 12 12 0
3052 83 34 12 1 1 0 13 13 0
3052 85 36 12 0 1 0 15 15 0
3052 87 38 12 0 1 0 17 17 0
3052 88 39 12 0 1 0 18 18 0
3053 72 20 12 0 1 0 2 2 0
3053 73 21 12 0 1 0 3 3 0
3053 77 25 12 0 1 0 7 7 0
3053 78 26 12 0 1 0 8 8 0
3053 80 28 12 0 1 0 10 10 0
3053 82 30 12 0 1 0 12 12 0
3053 83 31 12 0 1 0 13 13 0
3053 85 33 12 0 1 0 15 15 0
3053 87 35 12 0 1 0 17 17 0
3054 70 23 12 0 1 0 0 0 1
3054 72 25 12 0 1 0 2 2 1
3054 73 26 12 0 1 0 3 3 1
3054 77 30 12 0 1 1 7 7 1
3054 80 33 12 0 1 1 10 10 1
3054 82 35 12 0 1 0 12 12 1
3054 83 36 12 0 1 0 13 13 1
3054 85 38 14 0 1 0 15 15 1
3054 87 40 14 0 1 0 17 17 1
3055 88 37 8 0 1 0 18 18 0
3056 70 27 9 0 1 0 0 0 1
3056 71 28 9 0 1 0 1 1 1
3056 72 29 9 0 1 0 2 2 1
3056 73 30 9 0 1 0 3 3 1
3056 77 34 9 0 1 0 7 7 1
3056 78 35 9 0 1 1 8 8 1
3056 80 37 9 0 1 1 10 10 1
3056 82 39 9 0 1 1 12 12 1
3056 83 40 9 0 1 1 13 13 1
3056 85 42 9 0 1 1 15 15 1
3056 87 44 9 0 1 1 17 17 1
3056 88 45 9 0 1 1 18 18 1
3058 71 19 12 0 1 0 1 1 0
3058 77 26 12 0 1 0 7 7 0
3058 80 28 12 0 1 0 10 10 0
3058 82 30 12 0 1 0 12 12 0
3058 83 31 12 0 1 0 13 13 0
3058 85 33 12 0 1 0 15 15 0
3058 87 36 12 0 1 0 17 17 0
3058 88 37 12 0 1 0 18 18 0
3059 72 24 17 0 1 0 2 2 0
3059 73 25 17 0 1 0 3 3 0
3059 78 30 17 0 1 0 8 8 0
3059 80 32 17 0 1 0 10 10 0
3059 82 34 17 1 1 0 12 12 0
3059 83 35 17 1 1 0 13 13 0
3059 85 37 17 1 1 0 15 15 0
3059 87 39 17 1 1 0 17 17 0
3059 88 40 17 0 1 0 18 18 0
3060 80 34 8 1 1 0 10 10 1
3060 82 36 8 1 1 0 12 12 1
3060 83 37 8 1 1 0 13 13 1
3060 85 39 8 1 1 0 15 15 1
3060 87 41 8 1 1 0 17 17 1
3060 88 42 8 1 1 0 18 18 1
3061 70 24 15 0 1 0 0 0 0
3061 73 26 15 0 1 0 3 3 0
3061 82 35 16 0 1 0 12 12 0
3061 83 37 16 0 1 1 13 13 0
3061 85 38 16 0 1 0 15 15 0
3061 87 41 16 0 1 0 17 17 0
3061 88 42 16 0 1 0 18 18 0
3062 71 18 12 1 1 0 1 1 0
3062 72 19 12 1 1 0 2 2 0
3062 73 20 12 1 1 0 3 3 0
3062 77 24 12 1 1 0 7 7 0
3062 78 25 12 1 1 0 8 8 0
3062 80 27 12 1 1 0 10 10 0
3062 82 29 12 1 1 0 12 12 0
3062 83 30 12 1 1 0 13 13 0
3062 85 32 12 1 1 0 15 15 0
3062 87 34 12 0 1 0 17 17 0
3062 88 35 12 0 1 0 18 18 0
3063 77 25 16 1 1 0 7 7 0
3063 80 28 16 1 1 0 10 10 0
3063 85 33 16 1 1 0 15 15 0
3063 88 36 18 1 1 0 18 18 0
3064 70 23 8 0 1 0 0 0 1
3064 71 24 8 0 1 0 1 1 1
3064 72 25 8 0 1 0 2 2 1
3064 73 26 8 0 1 0 3 3 1
3064 77 30 8 0 1 0 7 7 1
3064 78 31 8 0 1 0 8 8 1
3064 80 33 8 0 1 1 10 10 1
3064 82 35 8 0 1 1 12 12 1
3064 83 36 8 0 1 1 13 13 1
3064 85 38 8 0 1 1 15 15 1
3064 87 40 8 0 1 0 17 17 1
3064 88 42 8 0 1 0 18 18 1
3065 73 19 12 0 1 0 3 3 0
3065 80 26 13 0 1 0 10 10 0
3065 82 28 13 0 1 0 12 12 0
3065 85 31 13 0 1 1 15 15 0
3065 87 33 13 0 1 0 17 17 0
3065 88 34 13 0 1 0 18 18 0
3066 70 25 12 0 0 0 0 0 0
3066 73 28 12 0 0 0 3 0 0
3066 77 32 12 0 1 0 7 7 0
3066 78 33 12 0 1 0 8 8 0
3066 80 35 12 0 1 0 10 10 0
3066 83 38 16 0 1 0 13 13 0
3066 85 40 16 0 1 0 15 15 0
3066 87 42 16 0 1 0 17 17 0
3066 88 44 16 1 1 0 18 18 0
3067 70 25 5 1 1 1 0 0 0
3067 71 26 5 1 1 1 1 1 0
3067 72 27 5 1 1 1 2 2 0
3069 73 21 12 1 1 0 3 3 0
3069 77 25 12 1 1 0 7 7 0
3069 80 28 12 1 1 0 10 10 0
3069 82 29 12 1 1 0 12 12 0
3069 85 33 12 1 1 0 15 15 0
3069 87 35 12 0 1 0 17 17 0
3069 88 36 12 0 1 0 18 18 0
3070 72 18 12 1 1 0 2 2 0
3070 73 19 12 1 1 0 3 3 0
3070 77 23 12 0 1 0 7 7 0
3070 78 24 12 0 1 0 8 8 0
3070 80 26 12 0 1 1 10 10 0
3070 82 28 12 0 1 0 12 12 0
3070 83 29 12 0 1 0 13 13 0
3070 85 31 12 0 1 0 15 15 0
3070 88 35 12 0 1 0 18 18 0
3071 70 22 16 0 1 0 0 0 0
3071 71 23 16 0 1 0 1 1 0
3071 73 25 16 0 1 0 3 3 0
3071 77 29 16 0 1 0 7 7 0
3071 87 39 16 0 0 1 17 0 0
3072 77 30 12 1 1 0 7 7 0
3072 87 40 12 1 1 0 17 17 0
3072 88 41 12 1 1 0 18 18 0
3073 78 26 7 0 1 0 8 8 0
3073 80 28 7 1 1 0 10 10 0
3073 82 30 7 1 1 0 12 12 0
3073 83 31 7 1 1 0 13 13 0
3073 85 33 7 1 1 1 15 15 0
3073 87 35 7 1 1 0 17 17 0
3073 88 36 7 1 1 0 18 18 0
3074 70 24 12 0 1 0 0 0 0
3074 71 25 12 0 1 0 1 1 0
3074 72 26 12 0 1 0 2 2 0
3074 73 27 12 1 1 0 3 3 0
3074 77 31 12 1 1 0 7 7 0
3074 78 32 12 1 1 0 8 8 0
3074 80 34 12 1 1 0 10 10 0
3075 72 22 12 1 1 0 2 2 0
3075 73 23 12 1 1 0 3 3 0
3075 77 27 12 1 1 0 7 7 0
3077 72 19 9 1 1 0 2 2 0
3077 80 27 9 1 1 0 10 10 0
3077 82 29 9 1 1 0 12 12 0
3077 87 34 9 1 1 0 17 17 0
3078 71 28 16 0 0 1 1 0 1
3078 72 29 16 0 0 1 2 0 1
3078 77 34 17 0 0 1 7 0 1
3078 78 35 17 0 0 1 8 0 1
3078 80 37 17 0 0 0 10 0 1
3078 82 39 17 0 0 1 12 0 1
3078 83 40 17 0 0 1 13 0 1
3078 85 42 17 0 0 0 15 0 1
3078 87 44 17 0 0 1 17 0 1
3078 88 45 17 0 0 1 18 0 1
3079 72 19 12 1 1 0 2 2 1
3079 77 24 12 1 1 0 7 7 1
3079 78 25 12 1 1 0 8 8 1
3079 80 27 12 1 1 0 10 10 1
3079 82 29 12 1 1 0 12 12 1
3079 83 30 12 1 1 0 13 13 1
3079 85 32 12 1 1 0 15 15 1
3079 87 34 12 1 1 0 17 17 1
3079 88 35 12 1 1 0 18 18 1
3082 72 18 12 0 1 0 2 2 1
3082 73 19 12 0 1 0 3 3 1
3082 77 23 12 0 1 0 7 7 1
3082 78 24 12 0 1 0 8 8 1
3082 80 26 12 0 1 0 10 10 1
3082 82 28 12 0 1 0 12 12 1
3082 83 29 12 0 1 0 13 13 1
3082 85 31 12 0 1 0 15 15 1
3082 87 33 12 0 1 0 17 17 1
3084 71 17 10 0 1 0 1 1 1
3084 72 18 10 0 1 0 2 2 1
3084 73 19 10 0 1 1 3 3 1
3084 77 23 10 0 1 0 7 7 1
3084 85 31 10 0 1 0 15 15 1
3085 70 27 8 1 1 0 0 0 1
3086 77 26 8 1 1 0 7 7 1
3087 77 23 12 0 1 0 7 7 1
3088 71 19 9 1 1 0 1 1 1
3088 72 20 9 0 1 1 2 2 1
3088 80 28 11 0 1 1 10 10 1
3088 82 30 11 1 1 0 12 12 1
3088 83 31 11 1 1 0 13 13 1
3088 85 33 11 1 1 0 15 15 1
3088 88 36 11 1 1 0 18 18 1
3089 77 29 9 1 1 0 7 7 1
3089 82 34 9 1 1 0 12 12 1
3090 77 27 12 0 1 0 7 7 1
3090 78 28 12 0 1 0 8 8 1
3090 80 30 12 1 1 1 10 10 1
3090 82 32 12 1 1 0 12 12 1
3090 85 35 12 1 1 0 15 15 1
3090 88 38 12 1 1 0 18 18 1
3091 77 25 12 1 1 0 7 7 0
3092 73 25 7 1 1 0 3 3 1
3092 77 29 7 1 1 0 7 7 1
3092 78 30 7 1 1 0 8 8 1
3092 80 32 7 1 1 0 10 10 1
3092 82 34 7 1 1 0 12 12 1
3092 83 35 7 1 1 0 13 13 1
3093 72 26 7 1 1 0 2 2 1
3094 72 22 13 0 1 0 2 2 0
3094 73 23 13 1 1 0 3 3 0
3094 78 28 14 0 1 0 8 8 0
3094 80 30 14 0 1 0 10 10 0
3094 82 32 14 0 1 0 12 12 0
3094 83 33 14 0 1 0 13 13 0
3095 73 23 6 1 1 0 3 3 1
3095 77 27 6 1 1 0 7 7 1
3095 78 28 6 1 1 0 8 8 1
3095 80 30 6 1 1 0 10 10 1
3095 82 32 6 1 1 1 12 12 1
3095 85 35 6 1 1 0 15 15 1
3095 87 37 6 1 1 0 17 17 1
3095 88 38 6 1 1 0 18 18 1
3096 78 24 11 1 1 0 8 8 1
3096 80 26 11 1 1 0 10 10 1
3096 82 28 11 1 1 1 12 12 1
3096 83 29 11 1 1 0 13 13 1
3096 85 31 11 1 1 0 15 15 1
3096 87 33 11 1 1 0 17 17 1
3096 88 35 11 1 1 0 18 18 1
3097 80 33 8 1 1 0 10 10 1
3097 85 38 8 1 1 0 15 15 1
3097 87 40 8 1 1 0 17 17 1
3097 88 42 8 1 1 0 18 18 1
3098 70 19 12 1 1 0 0 0 0
3098 72 21 12 0 1 0 2 2 0
3098 73 22 12 0 1 0 3 3 0
3098 77 26 12 0 1 0 7 7 0
3098 78 27 12 0 1 0 8 8 0
3098 82 31 12 1 1 0 12 12 0
3098 83 32 12 1 1 0 13 13 0
3098 85 34 12 1 1 0 15 15 0
3098 87 36 12 1 1 0 17 17 0
3098 88 37 12 1 1 0 18 18 0
3099 71 27 8 1 1 0 1 1 1
3099 77 33 8 1 1 0 7 7 1
3099 82 38 8 1 1 0 12 12 1
3099 83 39 8 1 1 0 13 13 1
3099 85 41 8 1 1 0 15 15 1
3099 87 43 8 1 1 0 17 17 1
3099 88 44 8 1 1 0 18 18 1
3101 77 31 9 0 1 0 7 7 1
3101 78 32 9 0 1 0 8 8 1
3101 83 37 9 0 1 0 13 13 1
3101 85 39 9 0 1 0 15 15 1
3102 77 25 11 1 1 0 7 7 1
3102 78 26 11 1 1 0 8 8 1
3102 80 28 11 1 1 0 10 10 1
3102 82 30 11 1 1 0 12 12 1
3102 83 31 11 1 1 0 13 13 1
3102 85 33 11 1 1 0 15 15 1
3103 77 24 14 1 1 0 7 7 0
3104 70 23 15 1 1 0 0 0 0
3104 72 25 16 1 1 0 2 2 0
3104 77 30 17 0 1 0 7 7 0
3104 78 31 17 0 1 0 8 8 0
3104 80 33 17 0 1 0 10 10 0
3104 83 36 18 0 1 0 13 13 0
3104 85 38 18 0 1 0 15 15 0
3104 87 40 18 0 1 0 17 17 0
3104 88 41 18 0 1 0 18 18 0
3105 70 21 15 0 1 1 0 0 1
3105 71 23 15 0 1 1 1 1 1
3105 72 23 15 0 1 1 2 2 1
3105 73 25 15 0 1 1 3 3 1
3106 72 22 12 0 1 0 2 2 1
3106 73 23 12 0 1 0 3 3 1
3106 77 27 12 0 1 0 7 7 1
3106 80 30 12 0 1 0 10 10 1
3106 82 32 12 0 1 0 12 12 1
3106 83 33 12 0 1 0 13 13 1
3106 85 35 12 0 1 1 15 15 1
3106 87 37 12 0 1 0 17 17 1
3106 88 39 12 0 1 0 18 18 1
3107 78 25 9 0 1 0 8 8 1
3107 80 27 9 0 1 0 10 10 1
3107 82 29 9 0 1 0 12 12 1
3107 83 30 9 0 1 0 13 13 1
3107 85 32 9 0 1 0 15 15 1
3107 87 34 9 0 1 0 17 17 1
3107 88 36 9 0 1 0 18 18 1
3108 72 23 16 0 1 0 2 2 1
3108 73 24 16 0 1 0 3 3 1
3108 82 33 18 0 1 1 12 12 1
3108 83 34 18 0 1 1 13 13 1
3108 85 36 18 0 1 0 15 15 1
3108 87 38 18 0 1 1 17 17 1
3108 88 39 18 0 1 1 18 18 1
3109 77 33 12 0 1 0 7 7 1
3109 78 34 12 0 1 0 8 8 1
3109 82 38 12 0 1 0 12 12 1
3109 83 38 12 0 1 0 13 13 1
3109 85 40 12 0 1 0 15 15 1
3109 88 44 12 0 1 0 18 18 1
3110 73 19 12 0 1 1 3 3 1
3110 78 24 12 0 1 1 8 8 1
3110 80 26 12 0 0 1 10 0 1
3110 82 28 12 0 0 1 12 0 1
3110 83 29 12 0 0 0 13 0 1
3111 77 24 12 0 1 0 7 7 1
3112 77 26 16 0 1 0 7 7 1
3112 78 27 16 0 1 1 8 8 1
3112 80 29 16 0 0 1 10 0 1
3112 82 31 16 0 0 1 12 0 1
3112 83 32 16 0 0 1 13 0 1
3112 85 34 16 0 0 1 15 0 1
3112 87 36 16 0 0 1 17 0 1
3112 88 37 16 0 0 0 18 0 1
3113 77 32 12 0 1 0 7 7 1
3113 82 37 12 0 1 0 12 12 1
3113 83 38 12 0 1 0 13 13 1
3113 87 42 12 0 1 0 17 17 1
3114 70 25 14 0 0 1 0 0 1
3114 71 26 14 0 0 1 1 0 1
3114 73 27 14 0 0 0 3 0 1
3114 77 31 14 0 0 0 7 0 1
3114 78 33 14 0 0 0 8 0 1
3114 82 36 14 0 0 1 12 0 1
3114 83 38 14 0 0 0 13 0 1
3114 85 39 14 0 0 0 15 0 1
3114 87 41 14 0 0 1 17 0 1
3114 88 43 14 0 0 1 18 0 1
3115 70 22 12 0 1 0 0 0 1
3115 71 24 12 0 1 1 1 1 1
3115 72 25 12 0 1 1 2 2 1
3115 73 25 12 0 1 1 3 3 1
3115 77 30 12 0 1 1 7 7 1
3115 78 31 12 0 1 0 8 8 1
3115 80 32 12 0 1 1 10 10 1
3115 82 35 12 0 1 0 12 12 1
3115 83 36 12 0 1 0 13 13 1
3115 85 38 12 0 1 0 15 15 1
3115 87 40 12 0 1 0 17 17 1
3115 88 41 12 0 1 0 18 18 1
3116 70 21 12 0 0 1 0 0 1
3116 77 27 12 0 0 1 7 0 1
3116 87 37 12 0 0 0 17 0 1
3116 88 39 12 0 0 1 18 0 1
3117 77 26 14 0 1 0 7 7 1
3117 78 27 14 0 1 0 8 8 1
3117 80 29 14 0 1 0 10 10 1
3117 83 32 14 0 1 0 13 13 1
3117 85 34 14 0 1 0 15 15 1
3117 87 36 14 0 1 1 17 17 1
3117 88 38 14 0 1 1 18 18 1
3118 70 25 9 0 1 1 0 0 0
3118 71 25 9 0 1 1 1 1 0
3118 72 26 9 0 1 1 2 2 0
3118 73 27 9 0 1 1 3 3 0
3118 77 31 9 0 1 1 7 7 0
3118 78 33 9 0 1 1 8 8 0
3118 80 34 9 0 1 1 10 10 0
3118 82 36 9 0 1 1 12 12 0
3118 83 37 9 0 1 1 13 13 0
3118 85 39 9 0 1 1 15 15 0
3118 87 42 9 0 1 1 17 17 0
3118 88 43 9 0 1 1 18 18 0
3119 70 23 12 0 1 0 0 0 0
3119 71 24 12 0 1 0 1 1 0
3119 72 25 12 0 1 0 2 2 0
3119 73 26 12 0 1 0 3 3 0
3119 78 31 12 1 1 0 8 8 0
3119 80 33 13 0 1 0 10 10 0
3119 82 35 13 0 1 0 12 12 0
3119 83 36 13 0 1 0 13 13 0
3119 85 38 13 0 1 0 15 15 0
3119 87 40 13 0 1 0 17 17 0
3119 88 41 13 0 1 0 18 18 0
3120 80 32 9 1 1 0 10 10 1
3120 82 34 9 1 1 0 12 12 1
3120 83 35 9 1 1 0 13 13 1
3120 87 39 9 1 1 0 17 17 1
3120 88 41 9 1 1 0 18 18 1
3121 71 24 10 0 1 0 1 1 1
3121 72 25 10 0 1 0 2 2 1
3121 73 26 10 0 1 0 3 3 1
3121 77 29 10 0 1 0 7 7 1
3121 78 31 10 0 1 0 8 8 1
3121 80 33 10 0 1 1 10 10 1
3121 82 34 10 0 1 0 12 12 1
3121 83 36 10 0 1 0 13 13 1
3121 87 40 10 0 1 0 17 17 1
3121 88 41 10 0 1 1 18 18 1
3122 71 27 16 1 1 1 1 1 1
3122 72 28 16 1 1 1 2 2 1
3122 73 29 16 1 1 1 3 3 1
3122 77 33 16 1 1 0 7 7 1
3122 78 34 16 1 1 0 8 8 1
3122 80 36 18 1 1 1 10 10 1
3122 82 38 18 1 1 0 12 12 1
3122 83 39 18 1 1 0 13 13 1
3122 85 41 18 1 1 0 15 15 1
3122 87 43 18 1 1 0 17 17 1
3122 88 44 18 1 1 0 18 18 1
3123 70 19 7 1 1 0 0 0 1
3123 71 20 7 1 1 1 1 1 1
3124 77 30 12 1 1 0 7 7 0
3124 78 31 12 1 1 0 8 8 0
3124 82 35 12 1 1 0 12 12 0
3124 83 36 12 1 1 0 13 13 0
3124 85 38 12 1 1 0 15 15 0
3124 87 40 12 1 1 0 17 17 0
3126 71 19 5 1 1 0 1 1 0
3127 71 21 16 1 1 1 1 1 0
3127 72 22 16 1 1 0 2 2 0
3127 78 28 18 1 1 0 8 8 0
3127 80 30 18 1 1 0 10 10 0
3127 82 32 18 0 0 0 12 0 0
3127 83 33 18 0 0 0 13 0 0
3127 85 35 18 0 1 0 15 15 0
3127 87 37 18 0 1 0 17 17 0
3127 88 38 18 0 1 0 18 18 0
3128 77 26 18 1 1 0 7 7 0
3128 80 29 18 1 1 1 10 10 0
3128 82 31 18 1 1 0 12 12 0
3129 82 38 13 1 1 0 12 12 0
3129 85 41 13 1 1 0 15 15 0
3129 87 43 13 1 1 0 17 17 0
3131 70 19 9 1 1 0 0 0 0
3131 71 20 9 1 1 1 1 1 0
